종목명,항목,내용
건설기계기술사,수행직무,"건설기계 분야에 관한 고도의 전문지식과 실무경험에 입각한 계획, 연구, 설계, 분 석, 시험, 운영, 시공, 평가 또는 이에 관한 지도, 감리 등의 기술업무를 수행. "
건설기계기술사,실시기관 홈페이지,http://www.q-net.or.kr
건설기계기술사,실시기관명,한국산업인력공단 
건설기계기술사,위 자격취득자에 대한 법령상 우대현황,"건설기계기술사순번법령명조문내역활용내용1가축분뇨의 관리 및 이용에 관한 법률 시행령제17조 가축분뇨관련영업의 허가기준(별표3)가축분뇨관련영업의 기술능력2건설기계관리법 시행규칙제33조 검사대행자등(별표9)건설기계검사대행자의 시설 및 기술인력 보유 기준3건설기계관리법 시행규칙제54조 건설기계확인검사(별표13의2)구조성능확인서를 발급할수 있는 시험기관4건설기계관리법 시행규칙제61조 건설기계정비업의 등록기준(별표15)건설기계정비업의 등록기준5건설기술관리법 시행규칙제39조 품질시험 및 검사의 실시품질시험 및 검사를 하거나 대행하는 자6건설기술관리법 시행규칙제14조 건설기술연구·개발사업의 협약체결 대상기관 등국토교통부령이 정하는 기관·협회·학회 또는 조합7건설기술관리법 시행령제4조 건설기술자의 범위(별표1)건설기술자의 범위8건설기술관리법 시행령제104조 감리원의 자격(별표7)감리원의 자격9건설산업기본법 시행령제13조 건설업의 등록기준(별표2)건설업의 등록기준10건설산업기본법 시행령제35조 건설기술자의 현장배치기준등(별표5)공사예정금액의 규모별 건설기술자 배치기준11건축사법제2조 정의건축사보의 정의12경찰공무원임용령제16조 특별채용의 요건특별채용의 자격13고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제14고압가스 안전관리법 시행령제23조의2 가스기술기준위원회 위원의 선임 등가스기술기준위원회의위촉위원15공무원수당 등에 관한 규정제14조 특수업무수당(별표11)특수업무수당지급16공무원임용시험령제27조 경력경쟁채용시험등의 응시자격 등(별표7, 8)경력경쟁채용시험등에 응시17공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증18공연법 시행규칙제6조의4 무대예술전문인 자격검정의 응시무대예술전문인의 자격검정에 응시하고자 하는 자의 자격19공연법 시행령제10조의2 안전진단기관의 지정요건(별표1)안전진단기관의 지정 요건20공연법 시행령제10조의4 무대예술전문인 자격검정의 응시기준(별표2)무대예술전문인 자격검정의 등급별 응시기준21공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우22공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건23공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건24과학기술인공제회법제6조 회원의 자격공제회의 회원 자격25관광진흥법 시행규칙제70조 안전성검사기관 등록 요건(별표24)안전성검사기관 등록 시 인력 요건26광산보안법 시행규칙제31조 보안관리직원의 선임 및 자격광산보안관리직원의 구분27광산보안법 시행규칙제35조 보안감독계원보안감독계원 선임28광업법 시행령제11조 현장조사를 하지 아니하는 사유단서에 따라 현장조사를 하지 아니하는 사유29교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격30교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점(별표5)5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정31국가공무원법제36조의2 채용시험의 가점채용시험의 가점32국가과학기술 경쟁력강화를 위한 이공계지원특별법제16조 기업의 이공계인력의 활용지원국가 및 지방자치단체는 벤처기업이 미취업상태에 있는 이공계 석사학위·박사학위를 취득한 자 또는 기술사자격을 취득한 자를 채용하는 경우 예산의 범위안에서 재정지원을 하거나 조세관계 법률이 정하는 바에 따라 세금감면 등 필요한 지원을 할 수 있음33국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제20조 연구기획평가사의 자격시험연구기획평가사 자격시험 일부 면제34국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제2조 이공계인력의 범위 등이공계인력의 정의35국가과학기술 경쟁력강화를 위한 이공계지원특별법 시행령제6조 실태조사의 시기 및 방법 등이공계분야의 박사학위를 취득한 자 및 주요 이공계인력의 정의36국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대37국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격38국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대39국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산40국외유학에 관한 규정제5조 자비유학자격자비유학을 할수 있는자41국회인사규칙제20조 경력경쟁채용등의 요건동종직무에 관한 자격증소지자를 경력경쟁채용하는 경우42군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제43군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산44군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격45군인사법 시행규칙제14조 부사관의 임용부사관의 자격46군인사법 시행령제44조 전역보류(별표2, 별표5)정밀장비기술자, 군의 필수기술분야에 종사하는 자의 범위47궤도운송법 시행규칙제18조 안전검사업무의 위탁 등(별표1)안전검사업무를 위탁받기 위하여 갖추어야 하는 기술인력48근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의49근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 기준(별표2)직업능력개발훈련교사의자격50근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자51근로자직업능력 개발법 시행령제42조 교원 등의 자격(별표1의2)기능대학의 교원 자격52근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대53기간제 및 단시간근로자 보호 등에 관한 법률 시행령제3조 기간제근로자 사용기간 제한의 예외기간제근로자 사용기간 제한의 예외54숙련기술장려법 시행령제21조 대한민국명장심사위원회의설치운영숙련기술과 관련하여 비영리법인으로 허가를 받은 단체의 임원은 심사위원회의 자격이 됨55기술사법제11조 서명날인기술사가 설계도서등을 작성하거나 제작, 일부를 변경한 경우 그 설계도서등에 서명날인할 때 자격의 해당 기술분야 및 자격종목 명시56기술사법제15조 기술사회 회원기술사회원 자격57기술사법 시행령제19조 합동기술사사무소의 등록기준 등합동사무소구성원의 요건58기술사법제2조 정의기술사의 정의59기술사법제6조 기술사사무소의 개설 등록등합동기술사 사무소 개설에 필요한 자격60기술심리관규칙제2조 기술심리관의 자격기술심리관의 자격61기술의 이전 및 사업화 촉진에 관한 법률 시행령제16조 기술거래기관의 지정기준 등기술거래기관에 필요한 인력기준62기술의 이전 및 사업화 촉진에 관한 법률 시행령제32조 기술평가기관의 지정기준 등기술평가를 위한 전담인력 및 담당조직 등 대통령령이 정하는 기준을 갖춘 기관에 필요한 인력기준63대기환경보전법 시행규칙제67조의2 인증시험대행기관의 지정(별표18의2)인증시험대행기관으로 지정받으려는 자의 기술인력64대기환경보전법 시행규칙제70조 자동차제작자의 검사 인력ㆍ장비 등(별표19)인증시험을 실시하는 경우에 갖추어야 할 인력65독학에 의한 학위취득에 관한 법률 시행규칙제4조 국가기술자격취득자에 대한 시험면제범위등자격취득분야와 동일한 분야의 시험에 응시하는 자에 대하여는 해당 과정별 인정시험 면제66독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자67문화산업진흥 기본법 시행령제26조 기업부설창작연구소 등의 인력ㆍ시설 등의 기준기업부설창작연구소의 인력기준68방위사업법제6조 청렴서약제 및 옴부즈만제도옴부즈만의 자격69법원계약직공무원규칙제3조 채용자격(별표2)전문계약직공무원의 채용자격기준70병역법제53조 전시근로소집 대상 등전시근로소집 대상71병역법 시행령제81조 농어업 분야 종사자의 산업기능요원 편입농어업 분야의 산업기능요원에 편입할 수 있는 사람72병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원73부품·소재전문기업 등의 육성에 관한 특별조치법 시행령제14조 부품·소재기술개발전문기업의 지원기준 등부품·소재기술개발전문기업의 기술개발전담요원74비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위75산업디자인진흥법시행령제4조 연구 및 진흥사업의 참여기관등산업디자인에 관한 연구 및 진흥사업의 참여기관76산업안전보건기준에 관한 규칙제142조 타워크레인의 지지타워크레인의 지지대 설치시 확인자77산업안전보건법 시행규칙제136조의2 시험의 일부 면제 등시험의 일부 면제78산업안전보건법 시행규칙제17조 안전관리대행기관의 인력·시설 및 장비기준(별표5)안전관리대행기관의 인력기준79산업안전보건법 시행규칙제74조 검사원의 자격검사원의 자격80산업안전보건법 시행규칙제75조 지정검사기관의 지정요건(별표10)지정검사기관의 인력기준81산업안전보건법 시행령제26조의10 안전ㆍ보건교육의 위탁 전문기관 및 요건(별표6의2)안전ㆍ보건교육의 위탁 전문기관의 요건82산지관리법 시행령제28조 중앙산지관리위원회의 구성중앙산지관리위원회 위원83산지관리법 시행령제31조 지방산지관리위원회의 설치ㆍ운영 등지방산지관리위원회의 위원84석유광산보안규칙제20조 석유광산보안관리직원의 선임 및 자격 등석유광산보안관리직원의 구분85석탄산업법 시행령제44조 실지조사할 자의 자격실지조사를 할 자로 지정받을 수 있는 자86선거관리위원회 공무원규칙제21조 경력경쟁채용등의 요건(별표4)같은 종류의 직무에 관한 자격증 소지자를 경력경쟁채용등을 하려는 경우87선거관리위원회 공무원규칙제29조 전직시험의 면제(별표13, 15)자격증 소지자를 그 자격증에 상응한 직급으로 전직하는 경우88선거관리위원회 공무원규칙제85조 전직시험이 면제되는 직급별 자격증 구분(별표13)전직시험이 면제되는 당해직급에 상응하는 자격증89선거관리위원회 공무원규칙제89조 채용시험의 특전(별표14, 15)자격증의 소지자가 6급이하 공무원채용시험에 응시하는 경우 점수 가산90선거관리위원회 공무원평정규칙제23조 자격증의 가점, (별표6)자격증의 가점평정91선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제92소방공무원임용령제15조 특별채용의 요건등특별채용의 요건93소방시설 설치유지 및 안전관리에 관한 법률 시행령제23조 소방안전관리자의 선임대상자소방안전관리자의 자격94소음ㆍ진동관리법 시행규칙제18조 환경기술인의 자격기준 등(별표7)환경기술인을 두어야 할 사업장과 그 자격기준95소음ㆍ진동관리법 시행규칙제36조 자동차제작자 검사의 인력·장비 등(별표14)자동차제작자가 인증시험을 실시하는 경우에 갖추어야 할 인력96수도법 시행규칙제12조 수도시설관리자의 자격수도시설관리자의 자격97승강기시설 안전관리법 시행규칙제12조 기술인력 및 보수설비의 기준(별표5)승강기 보수를 업으로 하려는 자가 갖추어야 할 기술인력98승강기시설 안전관리법 시행규칙제22조 검사기관의 검사인력 및 검사설비(별표7의3)검사기관의 검사인력99에너지이용 합리화법 시행령제30조 에너지절약전문기업의 등록 등(별표2)에너지절약전문기업으로 등록을 하려는 자100에너지이용 합리화법 시행령제39조 진단기관의 지정기준(별표4)진단기관이보유하여야하는기술인력101엔지니어링산업 진흥법제14조 고용촉진정부는 엔지니어링전문인력의 고용을 촉진102엔지니어링산업진흥법시행규칙제7조 엔지니어링사업자 신고엔지니어링사업자 신고를 하려는 자103여성과학기술인육성및지원에관한법률시행령제2조 정의여성과학기술인의 자격104연구직 및 지도직공무원의 임용 등에 관한 규정제12조 전직시험의 면제(별표2의5)전직시험없이 전직임용 자격105연구직 및 지도직공무원의 임용 등에 관한 규정제26조의2 채용시험의 특전(별표5, 7)연구사 및 지도사공무원 채용시험 응시하는 경우 점수 가산106연구직 및 지도직공무원의 임용 등에 관한 규정제7조의2 경력경쟁채용시험등의 응시자격(별표2의5)연구직 또는 지도직공무원의 경력경쟁채용시험등의 응시 자격107유해·위험작업의 취업제한에 관한 규칙제4조 자격취득등을 위한 교육기관(별표1의2)지정교육기관의 인력기준108자연재해대책법 시행령제32조의2 대행자의 등록요건 등(별표3)방재안전대책수립대행자 등록요건109장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력110전기사업법제73조 전기안전관리자의 선임 등전기설비의 공사·유지 및 운용에 관한 안전관리업무를 수행하게 하기 위하여 필요한 전기안전관리자111전기사업법 시행규칙제33조 전기설비 검사자의 자격전기설비 검사자의 자격112전기사업법 시행규칙제40조 전기안전관리자의 선임 등(별표12)안전관리자와 안전관리보조원으로 구분하여 선임113전기사업법 시행규칙제42조 전기안전관리자 자격의 완화전기안전관리자로 선임할 수 있는 사람의 자격기준114전기사업법 시행규칙제43조 전기안전관리자의 직무대행자의 지정요건전기안전관리자의 직무대행자115전기사업법 시행규칙제44조 전기안전관리자의 자격 및 직무(별표12)안전관리보조원의 자격116전기사업법 시행규칙제50조의3 중대한 사고의 통보·조사(별표20)사고조사를 하게 할 수 있는 자117전력기술관리법 시행령제27조 설계업ㆍ감리업의 종류별 등록 기준 등(별표4, 별표5)설계업 또는 감리업 등록을 하려는 자의 인력 요건118조세특례제한법 시행령제5조 창업중소기업 등에 대한 세액감면창업중소기업 등에 대한 세액감면119주차장법 시행령제12조의4 검사대행자의 지정 및 취소(별표2)검사업무를 대행할 수 있는 전문검사기관의 지정요건120주차장법 시행령제12조의6 보수업의 등록기준(별표3)기계식주차장치 보수업을 등록하려는 자가 갖추어야 할 기술인력121주택법 시행령제62조의9 하자진단 및 하자감정안전진단기관의 자격122중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원123중소기업제품 구매촉진 및 판로지원에 관한 법률 시행규칙제12조 시험연구원의 지정 등(별표3)시험연구원의 지정기준124중소기업진흥에 관한 법률제48조 1차 시험의 면제1차 시험을 면제125중소기업창업 지원법 시행령제20조 중소기업상담회사의 등록요건(별표1)중소기업상담회사가 보유하여야 하는 전문인력126중소기업창업 지원법 시행령제6조 창업보육센터사업자의 지정(별표1)창업보육센터사업자의 전문인력127중소기업창업 지원법 시행령제9조 창업투자회사의 등록요건창업투자회사 전문인력128지능형 로봇 개발 및 보급 촉진법 시행령제20조 자산운용회사의 업무위탁 등지능형 로봇투자회사의 자산운용회사 업무 위탁129지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용시험을 통하여 임용하려는 경우130지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산131지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정132지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산133지방자치단체를 당사자로 하는 계약에 관한 법률제16조 감독주민대표자의추천을받을수있는사람의자격기준134지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산 시 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산135지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원136지방자치법 시행령제26조 감사청구심의회감사청구심의회의 위원137지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원138지하수법 시행령제32조 지하수개발ㆍ이용시공업의 등록등(별표4)지하수개발·이용시공업의 등록 기준139철도안전법 시행규칙제52조 품질인증기관의 세부지정기준(별표15)품질인증기관의 세부지정기준140토양환경보전법 시행령제17조의4 토양정화업의 등록요건 등(별표2)토양정화업의 등록을 하고자 하는 자가 갖추어야 하는 기술인력141폐기물관리법 시행령제16조 기술관리대행자폐기물처리시설의 유지·관리에 관한 기술관리를 대행할 수 있는 자142하수도법 시행령제31조 개인하수처리시설설계ㆍ시공업(별표4)개인하수처리시설설계·시공업의 등록을 하려는 자가 갖추어야 할 기술인력143해양경찰청소속 경찰공무원 승진임용규정 시행규칙제15조 가점평정(별표6, 7)가점평정144해양환경관리법 시행규칙제23조 오염물질저장시설의 설치ㆍ운영기준(별표10)오염물질저장시설의 설치기준145해양환경관리법 시행규칙제74조 업무대행자의 지정(별표28, 29)해양환경측정기기의 정도검사·성능시험·검정 업무 대행자 지정기준146해외건설촉진법 시행령제5조 해외건설업의 업종 및 자격(별표2)해외건설업의 신고 자격147헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급148환경분야 시험·검사 등에 관한 법률 시행규칙제10조 검사기관의 지정 등(별표6)검사기관이 갖추어야 하는 기술능력 기준(update 13.05.13)"
건설기계기술사,진로 및 전망,"- 주로 건설업체, 감리전문업체, 엔지니어링업체 등으로 진출하며, 일부는 기술사    사무소를 개설하거나 건설기계제작 및 정비업체, 행정분야, 학계, 연구소 등으로    진출한다. 「건설기술관리법」에 의한 감리전문회사의 특급감리원이나, 「전기   사업법」에 의한 기계안전관리사로 고용될 수 있다. - 건설기계산업은 건설경기에 직접적으로 영향을 받는다. 국내 건설경기는 IMF관리   체제 편입 이후 어려움을 겪었지만 2000년대에 들어서면서 대규모 정부정책"
건설기계기술사,출제경향,"건설기계와 관련된 전문지식 및 응용능력 - 기술사로서 지도감리·경영관리능력, 자질 및 품위 등"
건설기계기술사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 대학의 산업기계공학, 기계설계공학, 기관공학 외 기계분야 학과③ 시험과목    - 토목기계, 포장기계, 준설선, 건설플랜트기계설비 및 기타 건설기계에 관한 사항            ④ 검정방법   - 필기 : 단답형 및 주관식 논술형(매교시당 100분, 총 400분)   - 면접 : 구술형 면접(30분정도)⑤ 합격기준   - 필기·실기 : 100점을 만점으로 하여 60점 이상 "
건설안전기술사,개요,건설 사업장에서의 안전사고가 점차 증가되고 있는 바 사업장에서 일어나는 여러가지 안 전사고와 관리방법을 이해하고 재해방지기술을 습득하여 건설사고에 대한 규제 대책과  제반시설의 검사 등 산업안전관리를 담당할 전문인력의 양성이 요구되어 자격 제도 제 정. 
건설안전기술사,변천과정,’74.10.16. 대통령령 제7283호’91.10.31.대통령령 제13494호현재안전관리기술사(건설안전)건설안전기술사건설안전기술사
건설안전기술사,수행직무,"건설안전 분야에 고도의 전문지식과 실무경험에 입각한 계획, 연구, 설계, 분석, 시험,  운영, 시공, 평가 또는 이에 관한 지도, 감리 등의 기술업무 수행. "
건설안전기술사,실시기관 홈페이지,http://www.q-net.or.kr
건설안전기술사,실시기관명,한국산업인력공단 
